t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
 8.464 ,-11.503  ,76.448  ,-76.448  ,-11.503  ,0.983744 ,1.91654
 8.466 ,-11.5034 ,76.4503 ,-76.4503 ,-11.5034 ,0.98377  ,1.91658
 8.468 ,-11.5038 ,76.4531 ,-76.4531 ,-11.5038 ,0.983795 ,1.91661
 8.47  ,-11.5043 ,76.4563 ,-76.4563 ,-11.5043 ,0.983821 ,1.91665
 8.472 ,-11.5048 ,76.4599 ,-76.4599 ,-11.5048 ,0.983846 ,1.91668
 8.474 ,-11.5054 ,76.4638 ,-76.4638 ,-11.5054 ,0.983871 ,1.91671
 8.476 ,-11.506  ,76.4678 ,-76.4678 ,-11.506  ,0.983896 ,1.91675
 8.478 ,-11.5066 ,76.4719 ,-76.4719 ,-11.5066 ,0.983921 ,1.91677
 8.48  ,-11.5072 ,76.4762 ,-76.4762 ,-11.5072 ,0.983922 ,1.9168
 8.482 ,-11.5079 ,76.4805 ,-76.4805 ,-11.5079 ,0.983935 ,1.91684
 8.484 ,-11.5085 ,76.4848 ,-76.4848 ,-11.5085 ,0.983951 ,1.91688
 8.486 ,-11.5092 ,76.4892 ,-76.4892 ,-11.5092 ,0.983968 ,1.91693
 8.488 ,-11.5098 ,76.4936 ,-76.4936 ,-11.5098 ,0.983984 ,1.91697
 8.49  ,-11.5105 ,76.498  ,-76.498  ,-11.5105 ,0.984    ,1.91701
 8.492 ,-11.5111 ,76.5023 ,-76.5023 ,-11.5111 ,0.984015 ,1.91706
 8.494 ,-11.5117 ,76.5066 ,-76.5066 ,-11.5117 ,0.984031 ,1.9171
 8.496 ,-11.5124 ,76.5109 ,-76.5109 ,-11.5124 ,0.984046 ,1.91714
 8.498 ,-11.513  ,76.5152 ,-76.5152 ,-11.513  ,0.984062 ,1.91718
 8.5   ,-11.5136 ,76.5194 ,-76.5194 ,-11.5136 ,0.984077 ,1.91722
 8.502 ,-11.5142 ,76.5236 ,-76.5236 ,-11.5142 ,0.984092 ,1.91726
 8.504 ,-11.5149 ,76.5277 ,-76.5277 ,-11.5149 ,0.984107 ,1.9173
 8.506 ,-11.5155 ,76.5318 ,-76.5318 ,-11.5155 ,0.984122 ,1.91734
 8.508 ,-11.5161 ,76.5358 ,-76.5358 ,-11.5161 ,0.984136 ,1.91737
 8.51  ,-11.5166 ,76.5398 ,-76.5398 ,-11.5166 ,0.984151 ,1.91741
 8.512 ,-11.5172 ,76.5437 ,-76.5437 ,-11.5172 ,0.984133 ,1.91745
 8.514 ,-11.5178 ,76.5476 ,-76.5476 ,-11.5178 ,0.984106 ,1.91749
 8.516 ,-11.5184 ,76.5514 ,-76.5514 ,-11.5184 ,0.984081 ,1.91753
 8.518 ,-11.5189 ,76.5551 ,-76.5551 ,-11.5189 ,0.984055 ,1.91757
 8.52  ,-11.5195 ,76.5588 ,-76.5588 ,-11.5195 ,0.984031 ,1.91761
 8.522 ,-11.52   ,76.5624 ,-76.5624 ,-11.52   ,0.984006 ,1.91765
 8.524 ,-11.5205 ,76.566  ,-76.566  ,-11.5205 ,0.983982 ,1.91769
 8.526 ,-11.5211 ,76.5695 ,-76.5695 ,-11.5211 ,0.983959 ,1.91772
 8.528 ,-11.5216 ,76.573  ,-76.573  ,-11.5216 ,0.983936 ,1.91776
 8.53  ,-11.5221 ,76.5764 ,-76.5764 ,-11.5221 ,0.983914 ,1.9178
 8.532 ,-11.5226 ,76.5797 ,-76.5797 ,-11.5226 ,0.983892 ,1.91783
 8.534 ,-11.523  ,76.583  ,-76.583  ,-11.523  ,0.983871 ,1.91786
 8.536 ,-11.5235 ,76.5862 ,-76.5862 ,-11.5235 ,0.98385  ,1.9179
 8.538 ,-11.524  ,76.5893 ,-76.5893 ,-11.524  ,0.983829 ,1.91793
 8.54  ,-11.5244 ,76.5924 ,-76.5924 ,-11.5244 ,0.983809 ,1.91796
 8.542 ,-11.5249 ,76.5954 ,-76.5954 ,-11.5249 ,0.98379  ,1.918
 8.544 ,-11.5253 ,76.5984 ,-76.5984 ,-11.5253 ,0.983771 ,1.91803
 8.546 ,-11.5258 ,76.6013 ,-76.6013 ,-11.5258 ,0.983752 ,1.91806
 8.548 ,-11.5262 ,76.6042 ,-76.6042 ,-11.5262 ,0.983734 ,1.91809
 8.55  ,-11.5266 ,76.6069 ,-76.6069 ,-11.5266 ,0.983716 ,1.91812
 8.552 ,-11.527  ,76.6096 ,-76.6096 ,-11.527  ,0.983699 ,1.91815
 8.554 ,-11.5274 ,76.6123 ,-76.6123 ,-11.5274 ,0.983682 ,1.91817
 8.556 ,-11.5278 ,76.6149 ,-76.6149 ,-11.5278 ,0.983666 ,1.9182
 8.558 ,-11.5282 ,76.6174 ,-76.6174 ,-11.5282 ,0.98365  ,1.91823
 8.56  ,-11.5285 ,76.6199 ,-76.6199 ,-11.5285 ,0.983635 ,1.91826
 8.562 ,-11.5289 ,76.6223 ,-76.6223 ,-11.5289 ,0.98362  ,1.91828
 8.564 ,-11.5292 ,76.6246 ,-76.6246 ,-11.5292 ,0.983606 ,1.91831
 8.566 ,-11.5296 ,76.6269 ,-76.6269 ,-11.5296 ,0.983592 ,1.91833
 8.568 ,-11.5299 ,76.6291 ,-76.6291 ,-11.5299 ,0.983579 ,1.91836
 8.57  ,-11.5302 ,76.6313 ,-76.6313 ,-11.5302 ,0.983566 ,1.91838
 8.572 ,-11.5305 ,76.6334 ,-76.6334 ,-11.5305 ,0.983554 ,1.9184
 8.574 ,-11.5308 ,76.6354 ,-76.6354 ,-11.5308 ,0.983542 ,1.91842
 8.576 ,-11.5311 ,76.6374 ,-76.6374 ,-11.5311 ,0.983531 ,1.91844
 8.578 ,-11.5314 ,76.6393 ,-76.6393 ,-11.5314 ,0.98352  ,1.91847
 8.58  ,-11.5317 ,76.6411 ,-76.6411 ,-11.5317 ,0.983509 ,1.91849
 8.582 ,-11.5319 ,76.6429 ,-76.6429 ,-11.5319 ,0.9835   ,1.91851
 8.584 ,-11.5322 ,76.6446 ,-76.6446 ,-11.5322 ,0.98349  ,1.91853
 8.586 ,-11.5324 ,76.6462 ,-76.6462 ,-11.5324 ,0.983481 ,1.91854
 8.588 ,-11.5326 ,76.6478 ,-76.6478 ,-11.5326 ,0.983473 ,1.91856
 8.59  ,-11.5329 ,76.6493 ,-76.6493 ,-11.5329 ,0.983465 ,1.91858
 8.592 ,-11.5331 ,76.6508 ,-76.6508 ,-11.5331 ,0.983457 ,1.9186
 8.594 ,-11.5333 ,76.6521 ,-76.6521 ,-11.5333 ,0.98345  ,1.91861
 8.596 ,-11.5335 ,76.6535 ,-76.6535 ,-11.5335 ,0.983443 ,1.91863
 8.598 ,-11.5337 ,76.6547 ,-76.6547 ,-11.5337 ,0.983437 ,1.91864
 8.6   ,-11.5339 ,76.6559 ,-76.6559 ,-11.5339 ,0.983431 ,1.91866
 8.602 ,-11.534  ,76.6571 ,-76.6571 ,-11.534  ,0.983426 ,1.91867
 8.604 ,-11.5342 ,76.6582 ,-76.6582 ,-11.5342 ,0.983421 ,1.91868
 8.606 ,-11.5343 ,76.6592 ,-76.6592 ,-11.5343 ,0.983417 ,1.9187
 8.608 ,-11.5345 ,76.6601 ,-76.6601 ,-11.5345 ,0.983413 ,1.91871
 8.61  ,-11.5346 ,76.661  ,-76.661  ,-11.5346 ,0.98341  ,1.91872
 8.612 ,-11.5347 ,76.6618 ,-76.6618 ,-11.5347 ,0.983407 ,1.91873
 8.614 ,-11.5348 ,76.6626 ,-76.6626 ,-11.5348 ,0.983404 ,1.91874
 8.616 ,-11.535  ,76.6633 ,-76.6633 ,-11.535  ,0.983402 ,1.91875
 8.618 ,-11.535  ,76.664  ,-76.664  ,-11.535  ,0.983401 ,1.91876
 8.62  ,-11.5351 ,76.6646 ,-76.6646 ,-11.5351 ,0.983399 ,1.91877
 8.622 ,-11.5352 ,76.6651 ,-76.6651 ,-11.5352 ,0.983399 ,1.91877
 8.624 ,-11.5353 ,76.6655 ,-76.6655 ,-11.5353 ,0.983398 ,1.91878
 8.626 ,-11.5353 ,76.666  ,-76.666  ,-11.5353 ,0.983398 ,1.91879
 8.628 ,-11.5354 ,76.6663 ,-76.6663 ,-11.5354 ,0.983399 ,1.91879
 8.63  ,-11.5354 ,76.6666 ,-76.6666 ,-11.5354 ,0.9834   ,1.9188
 8.632 ,-11.5355 ,76.6668 ,-76.6668 ,-11.5355 ,0.983401 ,1.9188
 8.634 ,-11.5355 ,76.667  ,-76.667  ,-11.5355 ,0.983403 ,1.91881
 8.636 ,-11.5355 ,76.6671 ,-76.6671 ,-11.5355 ,0.983406 ,1.91881
 8.638 ,-11.5355 ,76.6671 ,-76.6671 ,-11.5355 ,0.983408 ,1.91882
 8.64  ,-11.5355 ,76.6671 ,-76.6671 ,-11.5355 ,0.983412 ,1.91882
 8.642 ,-11.5355 ,76.6671 ,-76.6671 ,-11.5355 ,0.983415 ,1.91882
 8.644 ,-11.5355 ,76.6669 ,-76.6669 ,-11.5355 ,0.983419 ,1.91882
 8.646 ,-11.5355 ,76.6668 ,-76.6668 ,-11.5355 ,0.983424 ,1.91882
 8.648 ,-11.5354 ,76.6665 ,-76.6665 ,-11.5354 ,0.983429 ,1.91882
 8.65  ,-11.5354 ,76.6662 ,-76.6662 ,-11.5354 ,0.983434 ,1.91882
 8.652 ,-11.5353 ,76.6659 ,-76.6659 ,-11.5353 ,0.98344  ,1.91882
 8.654 ,-11.5353 ,76.6655 ,-76.6655 ,-11.5353 ,0.983446 ,1.91882
 8.656 ,-11.5352 ,76.665  ,-76.665  ,-11.5352 ,0.983453 ,1.91882
 8.658 ,-11.5351 ,76.6645 ,-76.6645 ,-11.5351 ,0.98346  ,1.91882
 8.66  ,-11.535  ,76.6639 ,-76.6639 ,-11.535  ,0.983467 ,1.91881
 8.662 ,-11.5349 ,76.6632 ,-76.6632 ,-11.5349 ,0.983475 ,1.91881
 8.664 ,-11.5348 ,76.6625 ,-76.6625 ,-11.5348 ,0.983483 ,1.91881
 8.666 ,-11.5347 ,76.6618 ,-76.6618 ,-11.5347 ,0.983492 ,1.9188
 8.668 ,-11.5346 ,76.6609 ,-76.6609 ,-11.5346 ,0.983501 ,1.9188
 8.67  ,-11.5345 ,76.6601 ,-76.6601 ,-11.5345 ,0.983511 ,1.91879
 8.672 ,-11.5343 ,76.6591 ,-76.6591 ,-11.5343 ,0.98352  ,1.91878
 8.674 ,-11.5342 ,76.6582 ,-76.6582 ,-11.5342 ,0.983531 ,1.91878
 8.676 ,-11.534  ,76.6571 ,-76.6571 ,-11.534  ,0.983542 ,1.91877
 8.678 ,-11.5339 ,76.656  ,-76.656  ,-11.5339 ,0.983553 ,1.91876
 8.68  ,-11.5337 ,76.6549 ,-76.6549 ,-11.5337 ,0.983564 ,1.91875
 8.682 ,-11.5335 ,76.6537 ,-76.6537 ,-11.5335 ,0.983576 ,1.91875
 8.684 ,-11.5333 ,76.6524 ,-76.6524 ,-11.5333 ,0.983589 ,1.91874
 8.686 ,-11.5331 ,76.6511 ,-76.6511 ,-11.5331 ,0.983601 ,1.91873
 8.688 ,-11.5329 ,76.6498 ,-76.6498 ,-11.5329 ,0.983614 ,1.91872
 8.69  ,-11.5327 ,76.6483 ,-76.6483 ,-11.5327 ,0.983628 ,1.9187
 8.692 ,-11.5325 ,76.6469 ,-76.6469 ,-11.5325 ,0.983642 ,1.91869
 8.694 ,-11.5323 ,76.6453 ,-76.6453 ,-11.5323 ,0.983656 ,1.91868
 8.696 ,-11.5321 ,76.6438 ,-76.6438 ,-11.5321 ,0.983671 ,1.91867
 8.698 ,-11.5318 ,76.6421 ,-76.6421 ,-11.5318 ,0.983686 ,1.91866
 8.7   ,-11.5316 ,76.6405 ,-76.6405 ,-11.5316 ,0.983701 ,1.91864
 8.702 ,-11.5313 ,76.6387 ,-76.6387 ,-11.5313 ,0.983717 ,1.91863
 8.704 ,-11.531  ,76.6369 ,-76.6369 ,-11.531  ,0.983733 ,1.91861
 8.706 ,-11.5308 ,76.6351 ,-76.6351 ,-11.5308 ,0.98375  ,1.9186
 8.708 ,-11.5305 ,76.6332 ,-76.6332 ,-11.5305 ,0.983766 ,1.91858
 8.71  ,-11.5302 ,76.6313 ,-76.6313 ,-11.5302 ,0.983784 ,1.91857
 8.712 ,-11.5299 ,76.6293 ,-76.6293 ,-11.5299 ,0.983801 ,1.91855
 8.714 ,-11.5296 ,76.6273 ,-76.6273 ,-11.5296 ,0.983819 ,1.91853
 8.716 ,-11.5293 ,76.6252 ,-76.6252 ,-11.5293 ,0.983838 ,1.91852
 8.718 ,-11.529  ,76.6231 ,-76.6231 ,-11.529  ,0.983856 ,1.9185
 8.72  ,-11.5287 ,76.6209 ,-76.6209 ,-11.5287 ,0.983876 ,1.91848
 8.722 ,-11.5283 ,76.6187 ,-76.6187 ,-11.5283 ,0.983895 ,1.91846
 8.724 ,-11.528  ,76.6164 ,-76.6164 ,-11.528  ,0.983915 ,1.91844
 8.726 ,-11.5276 ,76.614  ,-76.614  ,-11.5276 ,0.983935 ,1.91842
 8.728 ,-11.5273 ,76.6117 ,-76.6117 ,-11.5273 ,0.983955 ,1.9184
 8.73  ,-11.5269 ,76.6092 ,-76.6092 ,-11.5269 ,0.983976 ,1.91838
 8.732 ,-11.5266 ,76.6068 ,-76.6068 ,-11.5266 ,0.983997 ,1.91836
 8.734 ,-11.5262 ,76.6043 ,-76.6043 ,-11.5262 ,0.984019 ,1.91834
 8.736 ,-11.5258 ,76.6017 ,-76.6017 ,-11.5258 ,0.98404  ,1.91832
 8.738 ,-11.5254 ,76.5991 ,-76.5991 ,-11.5254 ,0.984063 ,1.91829
 8.74  ,-11.525  ,76.5964 ,-76.5964 ,-11.525  ,0.984085 ,1.91827
 8.742 ,-11.5246 ,76.5938 ,-76.5938 ,-11.5246 ,0.984108 ,1.91825
 8.744 ,-11.5242 ,76.591  ,-76.591  ,-11.5242 ,0.984131 ,1.91822
 8.746 ,-11.5238 ,76.5882 ,-76.5882 ,-11.5238 ,0.984155 ,1.9182
 8.748 ,-11.5234 ,76.5854 ,-76.5854 ,-11.5234 ,0.984178 ,1.91817
 8.75  ,-11.523  ,76.5825 ,-76.5825 ,-11.523  ,0.984203 ,1.91815
 8.752 ,-11.5225 ,76.5796 ,-76.5796 ,-11.5225 ,0.984227 ,1.91812
 8.754 ,-11.5221 ,76.5766 ,-76.5766 ,-11.5221 ,0.984252 ,1.9181
 8.756 ,-11.5217 ,76.5736 ,-76.5736 ,-11.5217 ,0.984277 ,1.91807
 8.758 ,-11.5212 ,76.5706 ,-76.5706 ,-11.5212 ,0.984302 ,1.91804
 8.76  ,-11.5208 ,76.5675 ,-76.5675 ,-11.5208 ,0.984328 ,1.91801
 8.762 ,-11.5203 ,76.5644 ,-76.5644 ,-11.5203 ,0.984354 ,1.91799
 8.764 ,-11.5198 ,76.5612 ,-76.5612 ,-11.5198 ,0.98438  ,1.91796
 8.766 ,-11.5194 ,76.558  ,-76.558  ,-11.5194 ,0.984407 ,1.91793
 8.768 ,-11.5189 ,76.5548 ,-76.5548 ,-11.5189 ,0.984434 ,1.9179
 8.77  ,-11.5184 ,76.5515 ,-76.5515 ,-11.5184 ,0.984461 ,1.91787
 8.772 ,-11.5179 ,76.5482 ,-76.5482 ,-11.5179 ,0.984488 ,1.91784
 8.774 ,-11.5174 ,76.5448 ,-76.5448 ,-11.5174 ,0.984516 ,1.91781
 8.776 ,-11.5169 ,76.5414 ,-76.5414 ,-11.5169 ,0.984544 ,1.91778
 8.778 ,-11.5164 ,76.538  ,-76.538  ,-11.5164 ,0.984572 ,1.91775
 8.78  ,-11.5159 ,76.5346 ,-76.5346 ,-11.5159 ,0.984601 ,1.91772
 8.782 ,-11.5154 ,76.5311 ,-76.5311 ,-11.5154 ,0.98463  ,1.91768
 8.784 ,-11.5148 ,76.5275 ,-76.5275 ,-11.5148 ,0.984659 ,1.91765
 8.786 ,-11.5143 ,76.524  ,-76.524  ,-11.5143 ,0.984688 ,1.91762
 8.788 ,-11.5138 ,76.5204 ,-76.5204 ,-11.5138 ,0.984706 ,1.91759
 8.79  ,-11.5132 ,76.5168 ,-76.5168 ,-11.5132 ,0.9847   ,1.91756
 8.792 ,-11.5127 ,76.5131 ,-76.5131 ,-11.5127 ,0.984694 ,1.91753
 8.794 ,-11.5122 ,76.5095 ,-76.5095 ,-11.5122 ,0.984689 ,1.9175
 8.796 ,-11.5116 ,76.5058 ,-76.5058 ,-11.5116 ,0.984683 ,1.91747
 8.798 ,-11.5111 ,76.5021 ,-76.5021 ,-11.5111 ,0.984677 ,1.91744
 8.8   ,-11.5105 ,76.4983 ,-76.4983 ,-11.5105 ,0.984671 ,1.91741
 8.802 ,-11.51   ,76.4946 ,-76.4946 ,-11.51   ,0.984665 ,1.91738
 8.804 ,-11.5094 ,76.4908 ,-76.4908 ,-11.5094 ,0.984659 ,1.91734
 8.806 ,-11.5088 ,76.4871 ,-76.4871 ,-11.5088 ,0.984652 ,1.91731
 8.808 ,-11.5083 ,76.4833 ,-76.4833 ,-11.5083 ,0.984648 ,1.91727
 8.81  ,-11.5077 ,76.4795 ,-76.4795 ,-11.5077 ,0.984644 ,1.91722
 8.812 ,-11.5072 ,76.4758 ,-76.4758 ,-11.5072 ,0.98464  ,1.91717
 8.814 ,-11.5066 ,76.472  ,-76.472  ,-11.5066 ,0.984635 ,1.91712
 8.816 ,-11.5061 ,76.4683 ,-76.4683 ,-11.5061 ,0.984631 ,1.91707
 8.818 ,-11.5055 ,76.4646 ,-76.4646 ,-11.5055 ,0.984627 ,1.91702
 8.82  ,-11.505  ,76.461  ,-76.461  ,-11.505  ,0.984622 ,1.91697
 8.822 ,-11.5045 ,76.4575 ,-76.4575 ,-11.5045 ,0.984618 ,1.91692
 8.824 ,-11.5039 ,76.454  ,-76.454  ,-11.5039 ,0.984613 ,1.91687
 8.826 ,-11.5035 ,76.4507 ,-76.4507 ,-11.5035 ,0.984608 ,1.91682
 8.828 ,-11.503  ,76.4476 ,-76.4476 ,-11.503  ,0.984603 ,1.91677
 8.83  ,-11.5026 ,76.4448 ,-76.4448 ,-11.5026 ,0.984595 ,1.91672
 8.832 ,-11.5022 ,76.4422 ,-76.4422 ,-11.5022 ,0.98457  ,1.91668
 8.834 ,-11.5019 ,76.4401 ,-76.4401 ,-11.5019 ,0.984544 ,1.91663
 8.836 ,-11.5016 ,76.4385 ,-76.4385 ,-11.5016 ,0.984518 ,1.91659
 8.838 ,-11.5015 ,76.4375 ,-76.4375 ,-11.5015 ,0.984492 ,1.91655
 8.84  ,-11.5014 ,76.4372 ,-76.4372 ,-11.5014 ,0.984465 ,1.9165
 8.842 ,-11.5015 ,76.4376 ,-76.4376 ,-11.5015 ,0.984439 ,1.91646
 8.844 ,-11.5017 ,76.4386 ,-76.4386 ,-11.5017 ,0.984412 ,1.91641
 8.846 ,-11.5019 ,76.4404 ,-76.4404 ,-11.5019 ,0.984385 ,1.91637
 8.848 ,-11.5023 ,76.4427 ,-76.4427 ,-11.5023 ,0.984357 ,1.91633
 8.85  ,-11.5027 ,76.4454 ,-76.4454 ,-11.5027 ,0.98433  ,1.91628
 8.852 ,-11.5031 ,76.4486 ,-76.4486 ,-11.5031 ,0.984304 ,1.91624
 8.854 ,-11.5036 ,76.452  ,-76.452  ,-11.5036 ,0.984261 ,1.9162
 8.856 ,-11.5042 ,76.4557 ,-76.4557 ,-11.5042 ,0.984199 ,1.91616
 8.858 ,-11.5048 ,76.4596 ,-76.4596 ,-11.5048 ,0.984135 ,1.91612
 8.86  ,-11.5054 ,76.4637 ,-76.4637 ,-11.5054 ,0.984072 ,1.91608
 8.862 ,-11.506  ,76.4679 ,-76.4679 ,-11.506  ,0.984007 ,1.91603
 8.864 ,-11.5066 ,76.4722 ,-76.4722 ,-11.5066 ,0.983943 ,1.91599
 8.866 ,-11.5073 ,76.4766 ,-76.4766 ,-11.5073 ,0.983878 ,1.91595
 8.868 ,-11.5079 ,76.481  ,-76.481  ,-11.5079 ,0.983813 ,1.9159
 8.87  ,-11.5086 ,76.4856 ,-76.4856 ,-11.5086 ,0.983747 ,1.91586
 8.872 ,-11.5093 ,76.4902 ,-76.4902 ,-11.5093 ,0.983682 ,1.91582
 8.874 ,-11.51   ,76.4949 ,-76.4949 ,-11.51   ,0.983615 ,1.91577
 8.876 ,-11.5107 ,76.4996 ,-76.4996 ,-11.5107 ,0.983549 ,1.91573
 8.878 ,-11.5114 ,76.5044 ,-76.5044 ,-11.5114 ,0.983482 ,1.91569
 8.88  ,-11.5121 ,76.5092 ,-76.5092 ,-11.5121 ,0.983415 ,1.91564
 8.882 ,-11.5128 ,76.5141 ,-76.5141 ,-11.5128 ,0.983347 ,1.9156
 8.884 ,-11.5136 ,76.519  ,-76.519  ,-11.5136 ,0.98328  ,1.91555
 8.886 ,-11.5143 ,76.5239 ,-76.5239 ,-11.5143 ,0.983212 ,1.91551
 8.888 ,-11.515  ,76.5288 ,-76.5288 ,-11.515  ,0.983143 ,1.91546
 8.89  ,-11.5158 ,76.5338 ,-76.5338 ,-11.5158 ,0.983075 ,1.91541
 8.892 ,-11.5165 ,76.5388 ,-76.5388 ,-11.5165 ,0.983006 ,1.91537
 8.894 ,-11.5172 ,76.5438 ,-76.5438 ,-11.5172 ,0.982937 ,1.91532
 8.896 ,-11.518  ,76.5489 ,-76.5489 ,-11.518  ,0.982867 ,1.91528
 8.898 ,-11.5187 ,76.5539 ,-76.5539 ,-11.5187 ,0.982798 ,1.91523
 8.9   ,-11.5195 ,76.559  ,-76.559  ,-11.5195 ,0.982728 ,1.91518
 8.902 ,-11.5203 ,76.5641 ,-76.5641 ,-11.5203 ,0.982658 ,1.91514
 8.904 ,-11.521  ,76.5693 ,-76.5693 ,-11.521  ,0.982588 ,1.91509
 8.906 ,-11.5218 ,76.5744 ,-76.5744 ,-11.5218 ,0.982517 ,1.91504
 8.908 ,-11.5225 ,76.5796 ,-76.5796 ,-11.5225 ,0.982447 ,1.915
 8.91  ,-11.5233 ,76.5848 ,-76.5848 ,-11.5233 ,0.982376 ,1.91495
 8.912 ,-11.5241 ,76.59   ,-76.59   ,-11.5241 ,0.982305 ,1.9149
 8.914 ,-11.5249 ,76.5952 ,-76.5952 ,-11.5249 ,0.982234 ,1.91486
 8.916 ,-11.5256 ,76.6004 ,-76.6004 ,-11.5256 ,0.982162 ,1.91481
 8.918 ,-11.5264 ,76.6057 ,-76.6057 ,-11.5264 ,0.98209  ,1.91476
 8.92  ,-11.5272 ,76.6109 ,-76.6109 ,-11.5272 ,0.982019 ,1.91471
 8.922 ,-11.528  ,76.6162 ,-76.6162 ,-11.528  ,0.981946 ,1.91466
 8.924 ,-11.5288 ,76.6215 ,-76.6215 ,-11.5288 ,0.981874 ,1.91462
 8.926 ,-11.5295 ,76.6268 ,-76.6268 ,-11.5295 ,0.981802 ,1.91457
 8.928 ,-11.5303 ,76.6321 ,-76.6321 ,-11.5303 ,0.981729 ,1.91452
 8.93  ,-11.5311 ,76.6374 ,-76.6374 ,-11.5311 ,0.981656 ,1.91447
 8.932 ,-11.5319 ,76.6427 ,-76.6427 ,-11.5319 ,0.981584 ,1.91442
 8.934 ,-11.5327 ,76.648  ,-76.648  ,-11.5327 ,0.981511 ,1.91437
 8.936 ,-11.5335 ,76.6534 ,-76.6534 ,-11.5335 ,0.981437 ,1.91432
 8.938 ,-11.5343 ,76.6587 ,-76.6587 ,-11.5343 ,0.981364 ,1.91428
 8.94  ,-11.5351 ,76.664  ,-76.664  ,-11.5351 ,0.981296 ,1.91423
 8.942 ,-11.5359 ,76.6694 ,-76.6694 ,-11.5359 ,0.981234 ,1.9142
 8.944 ,-11.5366 ,76.6748 ,-76.6748 ,-11.5366 ,0.981171 ,1.91416
 8.946 ,-11.5374 ,76.6801 ,-76.6801 ,-11.5374 ,0.981107 ,1.91413
 8.948 ,-11.5382 ,76.6855 ,-76.6855 ,-11.5382 ,0.981043 ,1.91409
 8.95  ,-11.539  ,76.6909 ,-76.6909 ,-11.539  ,0.980948 ,1.91405
 8.952 ,-11.5398 ,76.6962 ,-76.6962 ,-11.5398 ,0.980852 ,1.91402
 8.954 ,-11.5406 ,76.7016 ,-76.7016 ,-11.5406 ,0.980757 ,1.91398
 8.956 ,-11.5414 ,76.707  ,-76.707  ,-11.5414 ,0.980661 ,1.91394
 8.958 ,-11.5422 ,76.7124 ,-76.7124 ,-11.5422 ,0.980565 ,1.9139
 8.96  ,-11.543  ,76.7177 ,-76.7177 ,-11.543  ,0.98047  ,1.91386
 8.962 ,-11.5438 ,76.7231 ,-76.7231 ,-11.5438 ,0.980374 ,1.91382
 8.964 ,-11.5446 ,76.7285 ,-76.7285 ,-11.5446 ,0.980278 ,1.91378
 8.966 ,-11.5454 ,76.7339 ,-76.7339 ,-11.5454 ,0.980183 ,1.91374
 8.968 ,-11.5462 ,76.7392 ,-76.7392 ,-11.5462 ,0.980087 ,1.9137
 8.97  ,-11.547  ,76.7446 ,-76.7446 ,-11.547  ,0.979991 ,1.91366
 8.972 ,-11.5478 ,76.75   ,-76.75   ,-11.5478 ,0.979895 ,1.91362
 8.974 ,-11.5486 ,76.7554 ,-76.7554 ,-11.5486 ,0.9798   ,1.91358
 8.976 ,-11.5494 ,76.7607 ,-76.7607 ,-11.5494 ,0.979704 ,1.91354
 8.978 ,-11.5502 ,76.7661 ,-76.7661 ,-11.5502 ,0.979609 ,1.9135
 8.98  ,-11.551  ,76.7714 ,-76.7714 ,-11.551  ,0.979513 ,1.91346
 8.982 ,-11.5518 ,76.7768 ,-76.7768 ,-11.5518 ,0.979417 ,1.91342
 8.984 ,-11.5526 ,76.7821 ,-76.7821 ,-11.5526 ,0.979322 ,1.91338
 8.986 ,-11.5533 ,76.7875 ,-76.7875 ,-11.5533 ,0.979227 ,1.91334
 8.988 ,-11.5541 ,76.7928 ,-76.7928 ,-11.5541 ,0.979131 ,1.9133
 8.99  ,-11.5549 ,76.7981 ,-76.7981 ,-11.5549 ,0.979036 ,1.91327
 8.992 ,-11.5557 ,76.8035 ,-76.8035 ,-11.5557 ,0.978941 ,1.91323
 8.994 ,-11.5565 ,76.8088 ,-76.8088 ,-11.5565 ,0.978846 ,1.91319
 8.996 ,-11.5573 ,76.8141 ,-76.8141 ,-11.5573 ,0.978751 ,1.91315
 8.998 ,-11.5581 ,76.8194 ,-76.8194 ,-11.5581 ,0.978656 ,1.91311
 9     ,-11.5589 ,76.8246 ,-76.8246 ,-11.5589 ,0.978562 ,1.91307
 9.002 ,-11.5596 ,76.8299 ,-76.8299 ,-11.5596 ,0.978467 ,1.91303
 9.004 ,-11.5604 ,76.8352 ,-76.8352 ,-11.5604 ,0.978373 ,1.91299
 9.006 ,-11.5612 ,76.8405 ,-76.8405 ,-11.5612 ,0.978278 ,1.91295
 9.008 ,-11.562  ,76.8457 ,-76.8457 ,-11.562  ,0.978184 ,1.91291
 9.01  ,-11.5628 ,76.851  ,-76.851  ,-11.5628 ,0.97809  ,1.91288
 9.012 ,-11.5635 ,76.8562 ,-76.8562 ,-11.5635 ,0.977996 ,1.91284
 9.014 ,-11.5643 ,76.8614 ,-76.8614 ,-11.5643 ,0.977903 ,1.9128
 9.016 ,-11.5651 ,76.8666 ,-76.8666 ,-11.5651 ,0.977809 ,1.91276
 9.018 ,-11.5658 ,76.8718 ,-76.8718 ,-11.5658 ,0.977716 ,1.91272
 9.02  ,-11.5666 ,76.877  ,-76.877  ,-11.5666 ,0.977623 ,1.91268
 9.022 ,-11.5674 ,76.8821 ,-76.8821 ,-11.5674 ,0.97753  ,1.91264
 9.024 ,-11.5681 ,76.8873 ,-76.8873 ,-11.5681 ,0.977437 ,1.91261
