t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
17.54  ,-12.0129 ,79.8896 ,-79.8896 ,-12.0129 ,0.996926 ,1.99393
17.542 ,-12.013  ,79.8903 ,-79.8903 ,-12.013  ,0.996923 ,1.99397
17.544 ,-12.0131 ,79.8909 ,-79.8909 ,-12.0131 ,0.99692  ,1.99401
17.546 ,-12.0132 ,79.8914 ,-79.8914 ,-12.0132 ,0.996916 ,1.99404
17.548 ,-12.0133 ,79.8918 ,-79.8918 ,-12.0133 ,0.996913 ,1.99406
17.55  ,-12.0133 ,79.8922 ,-79.8922 ,-12.0133 ,0.996909 ,1.99408
17.552 ,-12.0134 ,79.8925 ,-79.8925 ,-12.0134 ,0.996905 ,1.9941
17.554 ,-12.0134 ,79.8928 ,-79.8928 ,-12.0134 ,0.996901 ,1.99411
17.556 ,-12.0134 ,79.8929 ,-79.8929 ,-12.0134 ,0.996896 ,1.99412
17.558 ,-12.0135 ,79.893  ,-79.893  ,-12.0135 ,0.996891 ,1.99412
17.56  ,-12.0135 ,79.8931 ,-79.8931 ,-12.0135 ,0.996887 ,1.99412
17.562 ,-12.0135 ,79.893  ,-79.893  ,-12.0135 ,0.996881 ,1.99412
17.564 ,-12.0134 ,79.8929 ,-79.8929 ,-12.0134 ,0.996876 ,1.99411
17.566 ,-12.0134 ,79.8928 ,-79.8928 ,-12.0134 ,0.99687  ,1.99409
17.568 ,-12.0134 ,79.8925 ,-79.8925 ,-12.0134 ,0.996865 ,1.99408
17.57  ,-12.0133 ,79.8922 ,-79.8922 ,-12.0133 ,0.996858 ,1.99405
17.572 ,-12.0133 ,79.8918 ,-79.8918 ,-12.0133 ,0.996852 ,1.99402
17.574 ,-12.0132 ,79.8914 ,-79.8914 ,-12.0132 ,0.996845 ,1.99399
17.576 ,-12.0131 ,79.8908 ,-79.8908 ,-12.0131 ,0.996839 ,1.99396
17.578 ,-12.013  ,79.8902 ,-79.8902 ,-12.013  ,0.996832 ,1.99391
17.58  ,-12.0129 ,79.8896 ,-79.8896 ,-12.0129 ,0.996824 ,1.99387
17.582 ,-12.0128 ,79.8888 ,-79.8888 ,-12.0128 ,0.996817 ,1.99382
17.584 ,-12.0127 ,79.888  ,-79.888  ,-12.0127 ,0.996809 ,1.99376
17.586 ,-12.0126 ,79.8872 ,-79.8872 ,-12.0126 ,0.996801 ,1.9937
17.588 ,-12.0124 ,79.8862 ,-79.8862 ,-12.0124 ,0.996793 ,1.99364
17.59  ,-12.0123 ,79.8852 ,-79.8852 ,-12.0123 ,0.996784 ,1.99357
17.592 ,-12.0121 ,79.8841 ,-79.8841 ,-12.0121 ,0.996776 ,1.9935
17.594 ,-12.012  ,79.8829 ,-79.8829 ,-12.012  ,0.996767 ,1.99342
17.596 ,-12.0118 ,79.8817 ,-79.8817 ,-12.0118 ,0.996758 ,1.99334
17.598 ,-12.0116 ,79.8804 ,-79.8804 ,-12.0116 ,0.996748 ,1.99326
17.6   ,-12.0114 ,79.8791 ,-79.8791 ,-12.0114 ,0.996739 ,1.99316
17.602 ,-12.0112 ,79.8776 ,-79.8776 ,-12.0112 ,0.996729 ,1.99307
17.604 ,-12.011  ,79.8761 ,-79.8761 ,-12.011  ,0.996719 ,1.99297
17.606 ,-12.0107 ,79.8746 ,-79.8746 ,-12.0107 ,0.996709 ,1.99287
17.608 ,-12.0105 ,79.8729 ,-79.8729 ,-12.0105 ,0.996698 ,1.99276
17.61  ,-12.0102 ,79.8712 ,-79.8712 ,-12.0102 ,0.996689 ,1.99265
17.612 ,-12.01   ,79.8694 ,-79.8694 ,-12.01   ,0.99668  ,1.99253
17.614 ,-12.0097 ,79.8676 ,-79.8676 ,-12.0097 ,0.996671 ,1.9924
17.616 ,-12.0094 ,79.8657 ,-79.8657 ,-12.0094 ,0.996661 ,1.99228
17.618 ,-12.0091 ,79.8637 ,-79.8637 ,-12.0091 ,0.996652 ,1.99215
17.62  ,-12.0088 ,79.8617 ,-79.8617 ,-12.0088 ,0.996642 ,1.99201
17.622 ,-12.0085 ,79.8596 ,-79.8596 ,-12.0085 ,0.996633 ,1.99187
17.624 ,-12.0082 ,79.8574 ,-79.8574 ,-12.0082 ,0.996623 ,1.99173
17.626 ,-12.0078 ,79.8552 ,-79.8552 ,-12.0078 ,0.996613 ,1.99158
17.628 ,-12.0075 ,79.8529 ,-79.8529 ,-12.0075 ,0.996603 ,1.99143
17.63  ,-12.0072 ,79.8505 ,-79.8505 ,-12.0072 ,0.996593 ,1.99127
17.632 ,-12.0068 ,79.8481 ,-79.8481 ,-12.0068 ,0.996582 ,1.99111
17.634 ,-12.0064 ,79.8456 ,-79.8456 ,-12.0064 ,0.996572 ,1.99094
17.636 ,-12.006  ,79.843  ,-79.843  ,-12.006  ,0.996561 ,1.99077
17.638 ,-12.0057 ,79.8404 ,-79.8404 ,-12.0057 ,0.99655  ,1.9906
17.64  ,-12.0053 ,79.8377 ,-79.8377 ,-12.0053 ,0.996539 ,1.99042
17.642 ,-12.0048 ,79.8349 ,-79.8349 ,-12.0048 ,0.996528 ,1.99024
17.644 ,-12.0044 ,79.8321 ,-79.8321 ,-12.0044 ,0.996517 ,1.99005
17.646 ,-12.004  ,79.8292 ,-79.8292 ,-12.004  ,0.996506 ,1.98986
17.648 ,-12.0036 ,79.8262 ,-79.8262 ,-12.0036 ,0.996494 ,1.98967
17.65  ,-12.0031 ,79.8232 ,-79.8232 ,-12.0031 ,0.996483 ,1.98947
17.652 ,-12.0027 ,79.8202 ,-79.8202 ,-12.0027 ,0.996471 ,1.98926
17.654 ,-12.0022 ,79.817  ,-79.817  ,-12.0022 ,0.996459 ,1.98906
17.656 ,-12.0017 ,79.8138 ,-79.8138 ,-12.0017 ,0.996447 ,1.98885
17.658 ,-12.0012 ,79.8105 ,-79.8105 ,-12.0012 ,0.996435 ,1.98863
17.66  ,-12.0007 ,79.8072 ,-79.8072 ,-12.0007 ,0.996423 ,1.98841
17.662 ,-12.0002 ,79.8038 ,-79.8038 ,-12.0002 ,0.99641  ,1.98819
17.664 ,-11.9997 ,79.8004 ,-79.8004 ,-11.9997 ,0.996398 ,1.98796
17.666 ,-11.9992 ,79.7968 ,-79.7968 ,-11.9992 ,0.996385 ,1.98773
17.668 ,-11.9987 ,79.7933 ,-79.7933 ,-11.9987 ,0.996373 ,1.98749
17.67  ,-11.9981 ,79.7896 ,-79.7896 ,-11.9981 ,0.99636  ,1.98725
17.672 ,-11.9976 ,79.7859 ,-79.7859 ,-11.9976 ,0.996347 ,1.98701
17.674 ,-11.997  ,79.7822 ,-79.7822 ,-11.997  ,0.996334 ,1.98676
17.676 ,-11.9965 ,79.7783 ,-79.7783 ,-11.9965 ,0.996321 ,1.98651
17.678 ,-11.9959 ,79.7744 ,-79.7744 ,-11.9959 ,0.996307 ,1.98625
17.68  ,-11.9953 ,79.7705 ,-79.7705 ,-11.9953 ,0.996294 ,1.986
17.682 ,-11.9947 ,79.7665 ,-79.7665 ,-11.9947 ,0.996281 ,1.98573
17.684 ,-11.9941 ,79.7624 ,-79.7624 ,-11.9941 ,0.996267 ,1.98547
17.686 ,-11.9935 ,79.7583 ,-79.7583 ,-11.9935 ,0.996253 ,1.98519
17.688 ,-11.9929 ,79.7541 ,-79.7541 ,-11.9929 ,0.996239 ,1.98492
17.69  ,-11.9922 ,79.7499 ,-79.7499 ,-11.9922 ,0.996226 ,1.98464
17.692 ,-11.9916 ,79.7456 ,-79.7456 ,-11.9916 ,0.996212 ,1.98436
17.694 ,-11.991  ,79.7412 ,-79.7412 ,-11.991  ,0.996197 ,1.98407
17.696 ,-11.9903 ,79.7368 ,-79.7368 ,-11.9903 ,0.996183 ,1.98378
17.698 ,-11.9897 ,79.7324 ,-79.7324 ,-11.9897 ,0.996169 ,1.98349
17.7   ,-11.989  ,79.7278 ,-79.7278 ,-11.989  ,0.996154 ,1.98319
17.702 ,-11.9883 ,79.7233 ,-79.7233 ,-11.9883 ,0.99614  ,1.98289
17.704 ,-11.9876 ,79.7186 ,-79.7186 ,-11.9876 ,0.996125 ,1.98259
17.706 ,-11.9869 ,79.7139 ,-79.7139 ,-11.9869 ,0.996111 ,1.98228
17.708 ,-11.9862 ,79.7092 ,-79.7092 ,-11.9862 ,0.996096 ,1.98197
17.71  ,-11.9855 ,79.7044 ,-79.7044 ,-11.9855 ,0.996081 ,1.98165
17.712 ,-11.9848 ,79.6995 ,-79.6995 ,-11.9848 ,0.996066 ,1.98134
17.714 ,-11.9841 ,79.6946 ,-79.6946 ,-11.9841 ,0.996051 ,1.98101
17.716 ,-11.9833 ,79.6896 ,-79.6896 ,-11.9833 ,0.996035 ,1.98069
17.718 ,-11.9826 ,79.6846 ,-79.6846 ,-11.9826 ,0.99602  ,1.98036
17.72  ,-11.9818 ,79.6795 ,-79.6795 ,-11.9818 ,0.996005 ,1.98003
17.722 ,-11.9811 ,79.6744 ,-79.6744 ,-11.9811 ,0.995989 ,1.97969
17.724 ,-11.9803 ,79.6692 ,-79.6692 ,-11.9803 ,0.995974 ,1.97935
17.726 ,-11.9795 ,79.664  ,-79.664  ,-11.9795 ,0.995958 ,1.97901
17.728 ,-11.9787 ,79.6587 ,-79.6587 ,-11.9787 ,0.995942 ,1.97866
17.73  ,-11.9779 ,79.6534 ,-79.6534 ,-11.9779 ,0.995926 ,1.97831
17.732 ,-11.9771 ,79.648  ,-79.648  ,-11.9771 ,0.995911 ,1.97796
17.734 ,-11.9763 ,79.6425 ,-79.6425 ,-11.9763 ,0.995895 ,1.9776
17.736 ,-11.9755 ,79.637  ,-79.637  ,-11.9755 ,0.995901 ,1.97725
17.738 ,-11.9747 ,79.6315 ,-79.6315 ,-11.9747 ,0.995913 ,1.97689
17.74  ,-11.9739 ,79.6259 ,-79.6259 ,-11.9739 ,0.995925 ,1.97653
17.742 ,-11.973  ,79.6203 ,-79.6203 ,-11.973  ,0.995938 ,1.97617
17.744 ,-11.9722 ,79.6146 ,-79.6146 ,-11.9722 ,0.995951 ,1.9758
17.746 ,-11.9714 ,79.6089 ,-79.6089 ,-11.9714 ,0.995963 ,1.97544
17.748 ,-11.9705 ,79.6031 ,-79.6031 ,-11.9705 ,0.995976 ,1.97506
17.75  ,-11.9696 ,79.5973 ,-79.5973 ,-11.9696 ,0.995989 ,1.97469
17.752 ,-11.9688 ,79.5915 ,-79.5915 ,-11.9688 ,0.996003 ,1.97431
17.754 ,-11.9679 ,79.5856 ,-79.5856 ,-11.9679 ,0.996016 ,1.97394
17.756 ,-11.967  ,79.5797 ,-79.5797 ,-11.967  ,0.996029 ,1.97355
17.758 ,-11.9661 ,79.5737 ,-79.5737 ,-11.9661 ,0.996043 ,1.97317
17.76  ,-11.9653 ,79.5677 ,-79.5677 ,-11.9653 ,0.996056 ,1.97278
17.762 ,-11.9644 ,79.5616 ,-79.5616 ,-11.9644 ,0.99607  ,1.97239
17.764 ,-11.9635 ,79.5555 ,-79.5555 ,-11.9635 ,0.996084 ,1.972
17.766 ,-11.9625 ,79.5493 ,-79.5493 ,-11.9625 ,0.996098 ,1.9716
17.768 ,-11.9616 ,79.5431 ,-79.5431 ,-11.9616 ,0.996112 ,1.9712
17.77  ,-11.9607 ,79.5369 ,-79.5369 ,-11.9607 ,0.996126 ,1.9708
17.772 ,-11.9598 ,79.5306 ,-79.5306 ,-11.9598 ,0.996141 ,1.97039
17.774 ,-11.9588 ,79.5243 ,-79.5243 ,-11.9588 ,0.996155 ,1.96998
17.776 ,-11.9579 ,79.5179 ,-79.5179 ,-11.9579 ,0.99617  ,1.96957
17.778 ,-11.9569 ,79.5114 ,-79.5114 ,-11.9569 ,0.996185 ,1.96916
17.78  ,-11.956  ,79.505  ,-79.505  ,-11.956  ,0.996136 ,1.96878
17.782 ,-11.955  ,79.4984 ,-79.4984 ,-11.955  ,0.996067 ,1.96842
17.784 ,-11.954  ,79.4918 ,-79.4918 ,-11.954  ,0.995997 ,1.96804
17.786 ,-11.953  ,79.4851 ,-79.4851 ,-11.953  ,0.995928 ,1.96767
17.788 ,-11.952  ,79.4784 ,-79.4784 ,-11.952  ,0.995857 ,1.96729
17.79  ,-11.951  ,79.4716 ,-79.4716 ,-11.951  ,0.995787 ,1.96691
17.792 ,-11.95   ,79.4648 ,-79.4648 ,-11.95   ,0.995716 ,1.96653
17.794 ,-11.949  ,79.4579 ,-79.4579 ,-11.949  ,0.995645 ,1.96615
17.796 ,-11.948  ,79.451  ,-79.451  ,-11.948  ,0.995574 ,1.96576
17.798 ,-11.9469 ,79.444  ,-79.444  ,-11.9469 ,0.995503 ,1.96537
17.8   ,-11.9459 ,79.437  ,-79.437  ,-11.9459 ,0.995432 ,1.96498
17.802 ,-11.9448 ,79.43   ,-79.43   ,-11.9448 ,0.995361 ,1.96458
17.804 ,-11.9438 ,79.4229 ,-79.4229 ,-11.9438 ,0.99529  ,1.96419
17.806 ,-11.9428 ,79.4158 ,-79.4158 ,-11.9428 ,0.995219 ,1.96379
17.808 ,-11.9417 ,79.4087 ,-79.4087 ,-11.9417 ,0.995157 ,1.96343
17.81  ,-11.9406 ,79.4015 ,-79.4015 ,-11.9406 ,0.995099 ,1.96308
17.812 ,-11.9396 ,79.3944 ,-79.3944 ,-11.9396 ,0.995041 ,1.96273
17.814 ,-11.9385 ,79.3872 ,-79.3872 ,-11.9385 ,0.994983 ,1.96238
17.816 ,-11.9374 ,79.38   ,-79.38   ,-11.9374 ,0.994926 ,1.96203
17.818 ,-11.9364 ,79.3728 ,-79.3728 ,-11.9364 ,0.994857 ,1.96169
17.82  ,-11.9353 ,79.3655 ,-79.3655 ,-11.9353 ,0.994725 ,1.96137
17.822 ,-11.9342 ,79.3583 ,-79.3583 ,-11.9342 ,0.994592 ,1.96105
17.824 ,-11.9332 ,79.351  ,-79.351  ,-11.9332 ,0.994459 ,1.96072
17.826 ,-11.9321 ,79.3437 ,-79.3437 ,-11.9321 ,0.994326 ,1.9604
17.828 ,-11.931  ,79.3364 ,-79.3364 ,-11.931  ,0.994192 ,1.96007
17.83  ,-11.9299 ,79.329  ,-79.329  ,-11.9299 ,0.994058 ,1.95975
17.832 ,-11.9288 ,79.3216 ,-79.3216 ,-11.9288 ,0.993923 ,1.95942
17.834 ,-11.9277 ,79.3142 ,-79.3142 ,-11.9277 ,0.993788 ,1.95909
17.836 ,-11.9266 ,79.3068 ,-79.3068 ,-11.9266 ,0.993652 ,1.95876
17.838 ,-11.9255 ,79.2994 ,-79.2994 ,-11.9255 ,0.993517 ,1.95843
17.84  ,-11.9244 ,79.2919 ,-79.2919 ,-11.9244 ,0.99338  ,1.9581
17.842 ,-11.9233 ,79.2844 ,-79.2844 ,-11.9233 ,0.993243 ,1.95777
17.844 ,-11.9222 ,79.2769 ,-79.2769 ,-11.9222 ,0.993106 ,1.95744
17.846 ,-11.9211 ,79.2693 ,-79.2693 ,-11.9211 ,0.992968 ,1.9571
17.848 ,-11.9199 ,79.2617 ,-79.2617 ,-11.9199 ,0.992828 ,1.95677
17.85  ,-11.9188 ,79.2542 ,-79.2542 ,-11.9188 ,0.992688 ,1.95644
17.852 ,-11.9177 ,79.2465 ,-79.2465 ,-11.9177 ,0.992547 ,1.9561
17.854 ,-11.9165 ,79.2389 ,-79.2389 ,-11.9165 ,0.992406 ,1.95577
17.856 ,-11.9154 ,79.2312 ,-79.2312 ,-11.9154 ,0.992264 ,1.95543
17.858 ,-11.9143 ,79.2234 ,-79.2234 ,-11.9143 ,0.992122 ,1.95509
17.86  ,-11.9131 ,79.2157 ,-79.2157 ,-11.9131 ,0.991979 ,1.95475
17.862 ,-11.912  ,79.2079 ,-79.2079 ,-11.912  ,0.991836 ,1.95441
17.864 ,-11.9108 ,79.2001 ,-79.2001 ,-11.9108 ,0.991692 ,1.95407
17.866 ,-11.9096 ,79.1923 ,-79.1923 ,-11.9096 ,0.991548 ,1.95372
17.868 ,-11.9085 ,79.1844 ,-79.1844 ,-11.9085 ,0.991379 ,1.95338
17.87  ,-11.9073 ,79.1766 ,-79.1766 ,-11.9073 ,0.991202 ,1.95302
17.872 ,-11.9061 ,79.1686 ,-79.1686 ,-11.9061 ,0.991017 ,1.95268
17.874 ,-11.905  ,79.1607 ,-79.1607 ,-11.905  ,0.990827 ,1.95234
17.876 ,-11.9038 ,79.1527 ,-79.1527 ,-11.9038 ,0.990636 ,1.952
17.878 ,-11.9026 ,79.1447 ,-79.1447 ,-11.9026 ,0.990445 ,1.95165
17.88  ,-11.9014 ,79.1366 ,-79.1366 ,-11.9014 ,0.990253 ,1.95131
17.882 ,-11.9002 ,79.1285 ,-79.1285 ,-11.9002 ,0.990061 ,1.95096
17.884 ,-11.899  ,79.1204 ,-79.1204 ,-11.899  ,0.989868 ,1.95062
17.886 ,-11.8978 ,79.1123 ,-79.1123 ,-11.8978 ,0.989674 ,1.95027
17.888 ,-11.8966 ,79.1041 ,-79.1041 ,-11.8966 ,0.98948  ,1.94992
17.89  ,-11.8954 ,79.0959 ,-79.0959 ,-11.8954 ,0.989286 ,1.94957
17.892 ,-11.8941 ,79.0878 ,-79.0878 ,-11.8941 ,0.989091 ,1.94922
17.894 ,-11.8929 ,79.0795 ,-79.0795 ,-11.8929 ,0.988896 ,1.94887
17.896 ,-11.8917 ,79.0713 ,-79.0713 ,-11.8917 ,0.988701 ,1.94852
17.898 ,-11.8905 ,79.0631 ,-79.0631 ,-11.8905 ,0.988506 ,1.94817
17.9   ,-11.8893 ,79.0548 ,-79.0548 ,-11.8893 ,0.988311 ,1.94781
17.902 ,-11.888  ,79.0466 ,-79.0466 ,-11.888  ,0.988115 ,1.94746
17.904 ,-11.8868 ,79.0383 ,-79.0383 ,-11.8868 ,0.987919 ,1.94711
17.906 ,-11.8856 ,79.03   ,-79.03   ,-11.8856 ,0.987724 ,1.94676
17.908 ,-11.8844 ,79.0218 ,-79.0218 ,-11.8844 ,0.987528 ,1.9464
17.91  ,-11.8831 ,79.0135 ,-79.0135 ,-11.8831 ,0.987332 ,1.94605
17.912 ,-11.8819 ,79.0052 ,-79.0052 ,-11.8819 ,0.987136 ,1.9457
17.914 ,-11.8807 ,78.9969 ,-78.9969 ,-11.8807 ,0.98694  ,1.94534
17.916 ,-11.8795 ,78.9886 ,-78.9886 ,-11.8795 ,0.986743 ,1.94499
17.918 ,-11.8782 ,78.9803 ,-78.9803 ,-11.8782 ,0.986547 ,1.94463
17.92  ,-11.877  ,78.972  ,-78.972  ,-11.877  ,0.98635  ,1.94428
17.922 ,-11.8758 ,78.9637 ,-78.9637 ,-11.8758 ,0.986154 ,1.94393
17.924 ,-11.8745 ,78.9553 ,-78.9553 ,-11.8745 ,0.985957 ,1.94357
17.926 ,-11.8733 ,78.947  ,-78.947  ,-11.8733 ,0.98576  ,1.94322
17.928 ,-11.8721 ,78.9387 ,-78.9387 ,-11.8721 ,0.985563 ,1.94286
17.93  ,-11.8708 ,78.9303 ,-78.9303 ,-11.8708 ,0.985365 ,1.9425
17.932 ,-11.8696 ,78.922  ,-78.922  ,-11.8696 ,0.985168 ,1.94215
17.934 ,-11.8684 ,78.9136 ,-78.9136 ,-11.8684 ,0.98497  ,1.94179
17.936 ,-11.8671 ,78.9053 ,-78.9053 ,-11.8671 ,0.984771 ,1.94143
17.938 ,-11.8659 ,78.8969 ,-78.8969 ,-11.8659 ,0.984573 ,1.94108
17.94  ,-11.8646 ,78.8885 ,-78.8885 ,-11.8646 ,0.984374 ,1.94072
17.942 ,-11.8634 ,78.8801 ,-78.8801 ,-11.8634 ,0.984175 ,1.94036
17.944 ,-11.8621 ,78.8717 ,-78.8717 ,-11.8621 ,0.983976 ,1.94
17.946 ,-11.8609 ,78.8633 ,-78.8633 ,-11.8609 ,0.983776 ,1.93964
17.948 ,-11.8596 ,78.8548 ,-78.8548 ,-11.8596 ,0.983577 ,1.93928
17.95  ,-11.8584 ,78.8464 ,-78.8464 ,-11.8584 ,0.983377 ,1.93892
17.952 ,-11.8571 ,78.8379 ,-78.8379 ,-11.8571 ,0.983177 ,1.93856
17.954 ,-11.8559 ,78.8295 ,-78.8295 ,-11.8559 ,0.982976 ,1.9382
17.956 ,-11.8546 ,78.821  ,-78.821  ,-11.8546 ,0.982776 ,1.93784
17.958 ,-11.8534 ,78.8125 ,-78.8125 ,-11.8534 ,0.982575 ,1.93748
17.96  ,-11.8521 ,78.8041 ,-78.8041 ,-11.8521 ,0.982374 ,1.93711
17.962 ,-11.8509 ,78.7956 ,-78.7956 ,-11.8509 ,0.982174 ,1.93675
17.964 ,-11.8496 ,78.7871 ,-78.7871 ,-11.8496 ,0.981973 ,1.93639
17.966 ,-11.8483 ,78.7786 ,-78.7786 ,-11.8483 ,0.981802 ,1.93607
17.968 ,-11.8471 ,78.7701 ,-78.7701 ,-11.8471 ,0.981674 ,1.93582
17.97  ,-11.8458 ,78.7616 ,-78.7616 ,-11.8458 ,0.981547 ,1.93557
17.972 ,-11.8446 ,78.7531 ,-78.7531 ,-11.8446 ,0.981419 ,1.93532
17.974 ,-11.8433 ,78.7447 ,-78.7447 ,-11.8433 ,0.981293 ,1.93508
17.976 ,-11.8421 ,78.7362 ,-78.7362 ,-11.8421 ,0.981166 ,1.93483
17.978 ,-11.8408 ,78.7278 ,-78.7278 ,-11.8408 ,0.98104  ,1.93458
17.98  ,-11.8396 ,78.7194 ,-78.7194 ,-11.8396 ,0.980915 ,1.93433
17.982 ,-11.8383 ,78.7111 ,-78.7111 ,-11.8383 ,0.980789 ,1.93409
17.984 ,-11.8371 ,78.7027 ,-78.7027 ,-11.8371 ,0.980665 ,1.93384
17.986 ,-11.8359 ,78.6944 ,-78.6944 ,-11.8359 ,0.98054  ,1.9336
17.988 ,-11.8346 ,78.6861 ,-78.6861 ,-11.8346 ,0.980416 ,1.93335
17.99  ,-11.8334 ,78.6778 ,-78.6778 ,-11.8334 ,0.980293 ,1.93311
17.992 ,-11.8322 ,78.6696 ,-78.6696 ,-11.8322 ,0.980169 ,1.93287
17.994 ,-11.831  ,78.6613 ,-78.6613 ,-11.831  ,0.980046 ,1.93263
17.996 ,-11.8298 ,78.6531 ,-78.6531 ,-11.8298 ,0.979923 ,1.93239
17.998 ,-11.8285 ,78.6449 ,-78.6449 ,-11.8285 ,0.979801 ,1.93215
18     ,-11.8273 ,78.6368 ,-78.6368 ,-11.8273 ,0.979678 ,1.93191
18.002 ,-11.8261 ,78.6286 ,-78.6286 ,-11.8261 ,0.979556 ,1.93167
18.004 ,-11.8249 ,78.6204 ,-78.6204 ,-11.8249 ,0.979433 ,1.93143
18.006 ,-11.8237 ,78.6123 ,-78.6123 ,-11.8237 ,0.979311 ,1.93119
18.008 ,-11.8225 ,78.6042 ,-78.6042 ,-11.8225 ,0.979189 ,1.93095
18.01  ,-11.8213 ,78.596  ,-78.596  ,-11.8213 ,0.979067 ,1.93071
18.012 ,-11.8201 ,78.5879 ,-78.5879 ,-11.8201 ,0.978944 ,1.93047
18.014 ,-11.8189 ,78.5797 ,-78.5797 ,-11.8189 ,0.978822 ,1.93023
18.016 ,-11.8177 ,78.5716 ,-78.5716 ,-11.8177 ,0.9787   ,1.92999
18.018 ,-11.8165 ,78.5635 ,-78.5635 ,-11.8165 ,0.978577 ,1.92975
18.02  ,-11.8153 ,78.5553 ,-78.5553 ,-11.8153 ,0.978455 ,1.92951
18.022 ,-11.8141 ,78.5472 ,-78.5472 ,-11.8141 ,0.978332 ,1.92927
18.024 ,-11.8129 ,78.539  ,-78.539  ,-11.8129 ,0.97821  ,1.92903
18.026 ,-11.8116 ,78.5309 ,-78.5309 ,-11.8116 ,0.978087 ,1.92879
18.028 ,-11.8104 ,78.5227 ,-78.5227 ,-11.8104 ,0.977965 ,1.92856
18.03  ,-11.8092 ,78.5146 ,-78.5146 ,-11.8092 ,0.977842 ,1.92832
18.032 ,-11.808  ,78.5064 ,-78.5064 ,-11.808  ,0.97772  ,1.92808
18.034 ,-11.8068 ,78.4983 ,-78.4983 ,-11.8068 ,0.977598 ,1.92784
18.036 ,-11.8056 ,78.4902 ,-78.4902 ,-11.8056 ,0.977476 ,1.9276
18.038 ,-11.8044 ,78.4821 ,-78.4821 ,-11.8044 ,0.977354 ,1.92736
18.04  ,-11.8032 ,78.4739 ,-78.4739 ,-11.8032 ,0.977232 ,1.92712
18.042 ,-11.802  ,78.4658 ,-78.4658 ,-11.802  ,0.97711  ,1.92688
18.044 ,-11.8008 ,78.4577 ,-78.4577 ,-11.8008 ,0.976989 ,1.92665
18.046 ,-11.7996 ,78.4497 ,-78.4497 ,-11.7996 ,0.976868 ,1.92641
18.048 ,-11.7984 ,78.4416 ,-78.4416 ,-11.7984 ,0.976752 ,1.92618
18.05  ,-11.7972 ,78.4336 ,-78.4336 ,-11.7972 ,0.97665  ,1.92596
18.052 ,-11.796  ,78.4256 ,-78.4256 ,-11.796  ,0.976549 ,1.92574
18.054 ,-11.7949 ,78.4176 ,-78.4176 ,-11.7949 ,0.976448 ,1.92553
18.056 ,-11.7937 ,78.4097 ,-78.4097 ,-11.7937 ,0.976347 ,1.92532
18.058 ,-11.7925 ,78.4018 ,-78.4018 ,-11.7925 ,0.976247 ,1.9251
18.06  ,-11.7913 ,78.3939 ,-78.3939 ,-11.7913 ,0.976147 ,1.92489
18.062 ,-11.7902 ,78.386  ,-78.386  ,-11.7902 ,0.976048 ,1.92468
18.064 ,-11.789  ,78.3782 ,-78.3782 ,-11.789  ,0.975949 ,1.92447
18.066 ,-11.7879 ,78.3704 ,-78.3704 ,-11.7879 ,0.975851 ,1.92426
18.068 ,-11.7867 ,78.3627 ,-78.3627 ,-11.7867 ,0.975752 ,1.92405
18.07  ,-11.7856 ,78.3549 ,-78.3549 ,-11.7856 ,0.975655 ,1.92384
18.072 ,-11.7844 ,78.3473 ,-78.3473 ,-11.7844 ,0.975558 ,1.92363
18.074 ,-11.7833 ,78.3396 ,-78.3396 ,-11.7833 ,0.975461 ,1.92343
18.076 ,-11.7822 ,78.332  ,-78.332  ,-11.7822 ,0.975364 ,1.92322
18.078 ,-11.7811 ,78.3244 ,-78.3244 ,-11.7811 ,0.975268 ,1.92302
18.08  ,-11.7799 ,78.3168 ,-78.3168 ,-11.7799 ,0.975172 ,1.92281
18.082 ,-11.7788 ,78.3093 ,-78.3093 ,-11.7788 ,0.975077 ,1.92261
18.084 ,-11.7777 ,78.3018 ,-78.3018 ,-11.7777 ,0.974982 ,1.92241
18.086 ,-11.7766 ,78.2943 ,-78.2943 ,-11.7766 ,0.974887 ,1.92221
18.088 ,-11.7755 ,78.2868 ,-78.2868 ,-11.7755 ,0.974793 ,1.922
18.09  ,-11.7744 ,78.2794 ,-78.2794 ,-11.7744 ,0.974699 ,1.9218
18.092 ,-11.7733 ,78.272  ,-78.272  ,-11.7733 ,0.974605 ,1.9216
18.094 ,-11.7722 ,78.2646 ,-78.2646 ,-11.7722 ,0.974511 ,1.92141
18.096 ,-11.7711 ,78.2572 ,-78.2572 ,-11.7711 ,0.974418 ,1.92121
18.098 ,-11.77   ,78.2499 ,-78.2499 ,-11.77   ,0.974325 ,1.92101
18.1   ,-11.7689 ,78.2426 ,-78.2426 ,-11.7689 ,0.974232 ,1.92081
18.102 ,-11.7678 ,78.2353 ,-78.2353 ,-11.7678 ,0.97414  ,1.92062
18.104 ,-11.7668 ,78.228  ,-78.228  ,-11.7668 ,0.974048 ,1.92042
18.106 ,-11.7657 ,78.2207 ,-78.2207 ,-11.7657 ,0.973956 ,1.92022
18.108 ,-11.7646 ,78.2135 ,-78.2135 ,-11.7646 ,0.973865 ,1.92003
18.11  ,-11.7636 ,78.2063 ,-78.2063 ,-11.7636 ,0.973773 ,1.91983
18.112 ,-11.7625 ,78.1991 ,-78.1991 ,-11.7625 ,0.973682 ,1.91964
