t,u,pred_p_x,pred_p_y,pred_p_z,pred_v_x,pred_v_y,pred_v_z,p_x,p_y,p_z,v_x,v_y,v_z
11.088,-3.54698,20.6768,0,48.592,-13.8835,0,7.67279,20.3015,0,48.7927,-12.258,0,7.18762
11.09,-3.54266,20.6517,0,48.6062,-13.8699,0,7.6543,20.277,0,48.8071,-12.2558,0,7.17507
11.092,-3.53835,20.6265,0,48.6204,-13.8537,0,7.6344,20.2525,0,48.8214,-12.2534,0,7.16162
11.094,-3.53403,20.6014,0,48.6346,-13.8355,0,7.61346,20.228,0,48.8357,-12.2498,0,7.14832
11.096,-3.52973,20.5764,0,48.6488,-13.8151,0,7.59143,20.2035,0,48.85,-12.2461,0,7.13412
11.098,-3.52542,20.5513,0,48.663,-13.7956,0,7.56927,20.179,0,48.8643,-12.2412,0,7.12009
11.1,-3.52113,20.5261,0,48.6771,-13.7748,0,7.54645,20.1545,0,48.8785,-12.2361,0,7.10516
11.102,-3.51683,20.5011,0,48.6912,-13.7535,0,7.52332,20.1301,0,48.8927,-12.2298,0,7.09039
11.104,-3.51254,20.4761,0,48.7053,-13.7316,0,7.49976,20.1056,0,48.9069,-12.2233,0,7.07475
11.106,-3.50825,20.4512,0,48.7193,-13.7095,0,7.47638,20.0812,0,48.921,-12.2157,0,7.05926
11.108,-3.50397,20.4263,0,48.7334,-13.6873,0,7.45282,20.0568,0,48.9351,-12.2079,0,7.04291
11.11,-3.4997,20.4015,0,48.7473,-13.6656,0,7.42963,20.0324,0,48.9492,-12.199,0,7.02671
11.112,-3.49543,20.3767,0,48.7613,-13.6446,0,7.4068,20.008,0,48.9632,-12.1898,0,7.00967
11.114,-3.49116,20.352,0,48.7752,-13.6242,0,7.38434,19.9836,0,48.9772,-12.1795,0,6.99276
11.116,-3.4869,20.3273,0,48.7891,-13.6049,0,7.36243,19.9593,0,48.9912,-12.169,0,6.97503
11.118,-3.48265,20.3027,0,48.803,-13.5864,0,7.341,19.935,0,49.0051,-12.1573,0,6.95743
11.12,-3.4784,20.2781,0,48.8168,-13.569,0,7.32019,19.9106,0,49.019,-12.1454,0,6.93903
11.122,-3.47416,20.2536,0,48.8306,-13.5526,0,7.29993,19.8864,0,49.0329,-12.1324,0,6.92075
11.124,-3.46993,20.2291,0,48.8444,-13.5374,0,7.28021,19.8621,0,49.0467,-12.1192,0,6.90169
11.126,-3.4657,20.2047,0,48.8582,-13.5228,0,7.26086,19.8379,0,49.0605,-12.1049,0,6.88273
11.128,-3.46148,20.1803,0,48.8719,-13.509,0,7.24207,19.8137,0,49.0743,-12.0903,0,6.86302
11.13,-3.45727,20.1559,0,48.8857,-13.4957,0,7.22351,19.7895,0,49.088,-12.0747,0,6.84339
11.132,-3.45306,20.1316,0,48.8994,-13.4828,0,7.20514,19.7654,0,49.1017,-12.0587,0,6.82305
11.134,-3.44887,20.1073,0,48.913,-13.4702,0,7.18695,19.7413,0,49.1153,-12.0417,0,6.80277
11.136,-3.44468,20.0831,0,48.9267,-13.4575,0,7.16876,19.7172,0,49.1289,-12.0245,0,6.78179
11.138,-3.4405,20.0589,0,48.9403,-13.4445,0,7.15045,19.6932,0,49.1424,-12.0061,0,6.76086
11.14,-3.43633,20.0347,0,48.9539,-13.4312,0,7.13202,19.6692,0,49.1559,-11.9875,0,6.73927
11.142,-3.43216,20.0106,0,48.9675,-13.4173,0,7.1131,19.6452,0,49.1694,-11.9679,0,6.71771
11.144,-3.42801,19.9865,0,48.9811,-13.4025,0,7.09393,19.6213,0,49.1828,-11.9479,0,6.69551
11.146,-3.42386,19.9625,0,48.9946,-13.3865,0,7.0741,19.5974,0,49.1962,-11.9269,0,6.67333
11.148,-3.41973,19.9385,0,49.0081,-13.3694,0,7.05365,19.5736,0,49.2095,-11.9057,0,6.65054
11.15,-3.4156,19.9146,0,49.0216,-13.3514,0,7.03284,19.5498,0,49.2228,-11.8834,0,6.62774
11.152,-3.41148,19.8908,0,49.035,-13.3326,0,7.01166,19.5261,0,49.2361,-11.8608,0,6.60436
11.154,-3.40738,19.8671,0,49.0484,-13.3134,0,6.99017,19.5024,0,49.2493,-11.8371,0,6.58096
11.156,-3.40328,19.8434,0,49.0617,-13.2936,0,6.96851,19.4787,0,49.2624,-11.8132,0,6.55701
11.158,-3.3992,19.8198,0,49.075,-13.2736,0,6.9469,19.4551,0,49.2755,-11.7883,0,6.53301
11.16,-3.39512,19.7963,0,49.0882,-13.2534,0,6.92517,19.4315,0,49.2886,-11.763,0,6.50851
11.162,-3.39106,19.7729,0,49.1014,-13.2333,0,6.90332,19.408,0,49.3016,-11.7368,0,6.48392
11.164,-3.387,19.7495,0,49.1146,-13.2131,0,6.88159,19.3846,0,49.3145,-11.7102,0,6.45887
11.166,-3.38296,19.7262,0,49.1277,-13.193,0,6.85999,19.3612,0,49.3274,-11.6827,0,6.4337
11.168,-3.37893,19.703,0,49.1408,-13.173,0,6.8385,19.3378,0,49.3403,-11.6548,0,6.40811
11.17,-3.37491,19.6799,0,49.1538,-13.1531,0,6.81696,19.3145,0,49.3531,-11.626,0,6.38238
11.172,-3.3709,19.6568,0,49.1668,-13.1333,0,6.79559,19.2913,0,49.3658,-11.5968,0,6.35627
11.174,-3.36691,19.6338,0,49.1797,-13.1136,0,6.77429,19.2681,0,49.3785,-11.5667,0,6.32998
11.176,-3.36293,19.6109,0,49.1926,-13.0938,0,6.75293,19.245,0,49.3912,-11.5362,0,6.30335
11.178,-3.35896,19.5881,0,49.2055,-13.0741,0,6.73169,19.2219,0,49.4038,-11.5048,0,6.27652
11.18,-3.355,19.5653,0,49.2183,-13.0541,0,6.71039,19.1989,0,49.4163,-11.473,0,6.24939
11.182,-3.35106,19.5426,0,49.2311,-13.034,0,6.68896,19.176,0,49.4288,-11.4403,0,6.22202
11.184,-3.34712,19.52,0,49.2439,-13.0136,0,6.66748,19.1532,0,49.4412,-11.4072,0,6.19439
11.186,-3.34321,19.4974,0,49.2566,-12.9927,0,6.64594,19.1304,0,49.4536,-11.3733,0,6.1665
11.188,-3.3393,19.4749,0,49.2692,-12.9714,0,6.62396,19.1076,0,49.4659,-11.3389,0,6.13839
11.19,-3.33541,19.4525,0,49.2818,-12.9495,0,6.60175,19.085,0,49.4782,-11.3038,0,6.10998
11.192,-3.33154,19.4302,0,49.2944,-12.9268,0,6.57922,19.0624,0,49.4904,-11.2681,0,6.08139
11.194,-3.32767,19.4079,0,49.3069,-12.9031,0,6.55615,19.0399,0,49.5025,-11.2317,0,6.05249
11.196,-3.32383,19.3857,0,49.3194,-12.8787,0,6.53278,19.0174,0,49.5146,-11.1947,0,6.02343
11.198,-3.31999,19.3637,0,49.3319,-12.8532,0,6.50891,18.9951,0,49.5267,-11.1571,0,5.99404
11.2,-3.31617,19.3416,0,49.3443,-12.8266,0,6.48444,18.9728,0,49.5386,-11.1188,0,5.96453
11.202,-3.31237,19.3197,0,49.3566,-12.799,0,6.45941,18.9506,0,49.5506,-11.08,0,5.93465
11.204,-3.30858,19.2979,0,49.3689,-12.7701,0,6.4339,18.9284,0,49.5624,-11.0405,0,5.9047
11.206,-3.30481,19.2761,0,49.3812,-12.7402,0,6.40778,18.9064,0,49.5742,-11.0004,0,5.87435
11.208,-3.30105,19.2545,0,49.3934,-12.7089,0,6.38104,18.8844,0,49.5859,-10.9596,0,5.84396
11.21,-3.29731,19.2329,0,49.4055,-12.6765,0,6.35376,18.8625,0,49.5976,-10.9183,0,5.81316
11.212,-3.29358,19.2114,0,49.4176,-12.6428,0,6.32587,18.8407,0,49.6092,-10.8763,0,5.78234
11.214,-3.28987,19.19,0,49.4296,-12.6078,0,6.2973,18.8189,0,49.6208,-10.8338,0,5.75108
11.216,-3.28618,19.1687,0,49.4416,-12.572,0,6.26831,18.7973,0,49.6323,-10.7906,0,5.71985
11.218,-3.2825,19.1475,0,49.4536,-12.5349,0,6.23883,18.7757,0,49.6437,-10.7469,0,5.68816
11.22,-3.27884,19.1264,0,49.4654,-12.4967,0,6.20868,18.7543,0,49.655,-10.7024,0,5.65651
11.222,-3.2752,19.1055,0,49.4772,-12.4576,0,6.17816,18.7329,0,49.6663,-10.6575,0,5.6244
11.224,-3.27157,19.0846,0,49.489,-12.4174,0,6.14716,18.7116,0,49.6776,-10.6119,0,5.59235
11.226,-3.26796,19.0638,0,49.5007,-12.3766,0,6.11572,18.6904,0,49.6887,-10.5657,0,5.55982
11.228,-3.26437,19.0431,0,49.5123,-12.3348,0,6.08398,18.6693,0,49.6999,-10.5189,0,5.52739
11.23,-3.2608,19.0226,0,49.5239,-12.2922,0,6.05182,18.6483,0,49.7109,-10.4716,0,5.49444
11.232,-3.25724,19.0021,0,49.5354,-12.2492,0,6.01947,18.6273,0,49.7219,-10.4236,0,5.46163
11.234,-3.2537,18.9818,0,49.5469,-12.2054,0,5.98676,18.6065,0,49.7328,-10.3751,0,5.42829
11.236,-3.25018,18.9615,0,49.5583,-12.1613,0,5.95386,18.5858,0,49.7436,-10.3259,0,5.39511
11.238,-3.24668,18.9414,0,49.5696,-12.1165,0,5.92084,18.5652,0,49.7544,-10.2763,0,5.36138
11.24,-3.2432,18.9214,0,49.5808,-12.0712,0,5.88751,18.5446,0,49.7651,-10.226,0,5.32783
11.242,-3.23973,18.9015,0,49.592,-12.0256,0,5.85406,18.5242,0,49.7757,-10.1752,0,5.29373
11.244,-3.23629,18.8817,0,49.6032,-11.9797,0,5.8205,18.5039,0,49.7863,-10.1237,0,5.25983
11.246,-3.23286,18.862,0,49.6143,-11.9334,0,5.78687,18.4837,0,49.7968,-10.0718,0,5.22536
11.248,-3.22945,18.8425,0,49.6253,-11.8868,0,5.75305,18.4635,0,49.8073,-10.0191,0,5.19111
11.25,-3.22606,18.823,0,49.6362,-11.8398,0,5.71918,18.4435,0,49.8176,-9.96607,0,5.15629
11.252,-3.22269,18.8037,0,49.6471,-11.7925,0,5.685,18.4236,0,49.8279,-9.91226,0,5.1217
11.254,-3.21934,18.7845,0,49.6579,-11.7449,0,5.65088,18.4038,0,49.8381,-9.85813,0,5.08654
11.256,-3.21602,18.7654,0,49.6686,-11.697,0,5.61664,18.3841,0,49.8483,-9.8032,0,5.05162
11.258,-3.21271,18.7464,0,49.6793,-11.6486,0,5.58209,18.3646,0,49.8584,-9.74796,0,5.01612
11.26,-3.20942,18.7275,0,49.6899,-11.5999,0,5.54761,18.3451,0,49.8684,-9.69192,0,4.98087
11.262,-3.20615,18.7088,0,49.7005,-11.551,0,5.51294,18.3257,0,49.8784,-9.63559,0,4.94505
11.264,-3.2029,18.6901,0,49.711,-11.5017,0,5.47821,18.3065,0,49.8882,-9.57846,0,4.90949
11.266,-3.19967,18.6716,0,49.7214,-11.452,0,5.44324,18.2874,0,49.898,-9.52105,0,4.87335
11.268,-3.19647,18.6532,0,49.7318,-11.4019,0,5.4082,18.2683,0,49.9078,-9.46284,0,4.83748
11.27,-3.19328,18.6349,0,49.742,-11.3513,0,5.37299,18.2494,0,49.9174,-9.40436,0,4.80103
11.272,-3.19012,18.6168,0,49.7523,-11.3002,0,5.3374,18.2307,0,49.927,-9.34508,0,4.76487
11.274,-3.18698,18.5987,0,49.7624,-11.2485,0,5.30164,18.212,0,49.9365,-9.28555,0,4.72812
11.276,-3.18386,18.5808,0,49.7725,-11.1962,0,5.26569,18.1935,0,49.946,-9.22521,0,4.69166
11.278,-3.18076,18.563,0,49.7825,-11.1432,0,5.22931,18.175,0,49.9553,-9.16463,0,4.65463
11.28,-3.17768,18.5453,0,49.7925,-11.0896,0,5.19275,18.1567,0,49.9646,-9.10325,0,4.61789
11.282,-3.17462,18.5277,0,49.8023,-11.0352,0,5.15576,18.1386,0,49.9738,-9.04165,0,4.58058
11.284,-3.17159,18.5103,0,49.8121,-10.9798,0,5.11841,18.1205,0,49.983,-8.97924,0,4.54356
11.286,-3.16858,18.493,0,49.8219,-10.9237,0,5.08075,18.1026,0,49.9921,-8.91661,0,4.50599
11.288,-3.16559,18.4758,0,49.8315,-10.8669,0,5.04266,18.0848,0,50.0011,-8.85319,0,4.46869
11.29,-3.16263,18.4588,0,49.8411,-10.8093,0,5.00427,18.0671,0,50.01,-8.78957,0,4.43086
11.292,-3.15968,18.4419,0,49.8506,-10.7507,0,4.96552,18.0495,0,50.0188,-8.72515,0,4.3933
11.294,-3.15676,18.4251,0,49.8601,-10.6915,0,4.92639,18.0321,0,50.0276,-8.66053,0,4.35521
11.296,-3.15386,18.4084,0,49.8694,-10.6279,0,4.89001,18.0148,0,50.0363,-8.59513,0,4.3174
11.298,-3.15099,18.3915,0,49.8787,-10.5344,0,4.88123,17.9977,0,50.0449,-8.52953,0,4.27907
11.3,-3.14814,18.3747,0,49.8878,-10.4401,0,4.87189,17.9806,0,50.0535,-8.46316,0,4.24101
11.302,-3.14531,18.3581,0,49.8969,-10.3452,0,4.86194,17.9637,0,50.0619,-8.3966,0,4.20245
11.304,-3.14251,18.3416,0,49.9059,-10.2499,0,4.85162,17.947,0,50.0703,-8.32928,0,4.16414
11.306,-3.13973,18.3253,0,49.9148,-10.1536,0,4.84039,17.9303,0,50.0786,-8.26177,0,4.12535
11.308,-3.13697,18.3091,0,49.9236,-10.0553,0,4.82806,17.9139,0,50.0869,-8.19351,0,4.0868
11.31,-3.13424,18.2931,0,49.9324,-9.95532,0,4.81451,17.8975,0,50.095,-8.12507,0,4.0478
11.312,-3.13154,18.2773,0,49.941,-9.85413,0,4.80017,17.8813,0,50.1031,-8.05589,0,4.00902
11.314,-3.12885,18.2616,0,49.9496,-9.75189,0,4.78491,17.8652,0,50.1111,-7.98652,0,3.96982
11.316,-3.12619,18.246,0,49.958,-9.64911,0,4.7691,17.8493,0,50.119,-7.91644,0,3.93081
11.318,-3.12356,18.2307,0,49.9664,-9.54608,0,4.75293,17.8335,0,50.1269,-7.84616,0,3.8914
11.32,-3.12095,18.2155,0,49.9747,-9.44336,0,4.73663,17.8178,0,50.1346,-7.77519,0,3.85218
11.322,-3.11837,18.2004,0,49.9829,-9.341,0,4.71997,17.8023,0,50.1423,-7.70403,0,3.81258
11.324,-3.11581,18.1856,0,49.991,-9.2392,0,4.70331,17.7869,0,50.1499,-7.63218,0,3.77314
11.326,-3.11327,18.1707,0,49.9989,-9.13995,0,4.68188,17.7717,0,50.1575,-7.56014,0,3.73336
11.328,-3.11076,18.1555,0,50.0059,-9.0484,0,4.63843,17.7566,0,50.1649,-7.48744,0,3.69372
11.33,-3.10828,18.1404,0,50.0129,-8.95813,0,4.59564,17.7416,0,50.1723,-7.41455,0,3.65375
11.332,-3.10582,18.1255,0,50.0198,-8.86902,0,4.55334,17.7268,0,50.1796,-7.34101,0,3.61391
11.334,-3.10339,18.1107,0,50.0267,-8.78137,0,4.51172,17.7122,0,50.1868,-7.26726,0,3.57377
11.336,-3.10098,18.0961,0,50.0334,-8.69489,0,4.4707,17.6977,0,50.1939,-7.1929,0,3.53374
11.338,-3.0986,18.0817,0,50.0401,-8.6098,0,4.4303,17.6833,0,50.201,-7.11833,0,3.49344
11.34,-3.09624,18.0674,0,50.0467,-8.52582,0,4.3905,17.6691,0,50.208,-7.04317,0,3.45322
11.342,-3.09392,18.0533,0,50.0532,-8.44299,0,4.3512,17.6551,0,50.2149,-6.96779,0,3.41276
11.344,-3.09161,18.0393,0,50.0597,-8.36115,0,4.31238,17.6412,0,50.2217,-6.89183,0,3.37235
11.346,-3.08934,18.0255,0,50.0661,-8.28015,0,4.27386,17.6274,0,50.2284,-6.81566,0,3.33174
11.348,-3.08709,18.0118,0,50.0724,-8.19983,0,4.23572,17.6138,0,50.235,-6.73893,0,3.29116
11.35,-3.08486,17.9983,0,50.0787,-8.11975,0,4.19775,17.6004,0,50.2416,-6.66198,0,3.25041
11.352,-3.08267,17.9849,0,50.0849,-8.0401,0,4.15991,17.5871,0,50.2481,-6.5845,0,3.20966
11.354,-3.0805,17.9717,0,50.091,-7.96014,0,4.12207,17.5739,0,50.2545,-6.50679,0,3.16876
11.356,-3.07835,17.9586,0,50.0971,-7.88019,0,4.08423,17.561,0,50.2608,-6.42858,0,3.12785
11.358,-3.07624,17.9456,0,50.1031,-7.79987,0,4.0462,17.5481,0,50.2671,-6.35012,0,3.08682
11.36,-3.07415,17.9328,0,50.109,-7.71887,0,4.00793,17.5355,0,50.2732,-6.27119,0,3.04575
11.362,-3.07209,17.9202,0,50.1149,-7.63721,0,3.9693,17.523,0,50.2793,-6.19201,0,3.00459
11.364,-3.07005,17.9077,0,50.1206,-7.55444,0,3.93011,17.5106,0,50.2853,-6.11238,0,2.96337
11.366,-3.06804,17.8953,0,50.1263,-7.47064,0,3.89069,17.4984,0,50.2912,-6.03249,0,2.92209
11.368,-3.06607,17.8832,0,50.132,-7.3858,0,3.85077,17.4864,0,50.297,-5.95218,0,2.88072
11.37,-3.06411,17.8711,0,50.1376,-7.2995,0,3.81012,17.4745,0,50.3028,-5.8716,0,2.83932
11.372,-3.06219,17.8593,0,50.143,-7.21198,0,3.76904,17.4628,0,50.3085,-5.79062,0,2.79781
11.374,-3.06029,17.8475,0,50.1485,-7.12329,0,3.72729,17.4513,0,50.314,-5.70937,0,2.7563
11.376,-3.05842,17.836,0,50.1538,-7.0332,0,3.68518,17.4399,0,50.3195,-5.62775,0,2.71465
11.378,-3.05658,17.8246,0,50.1591,-6.94189,0,3.64227,17.4287,0,50.3249,-5.54585,0,2.67303
11.38,-3.05477,17.8134,0,50.1642,-6.84937,0,3.59894,17.4176,0,50.3303,-5.4636,0,2.63126
11.382,-3.05299,17.8023,0,50.1694,-6.75562,0,3.55511,17.4067,0,50.3355,-5.38106,0,2.58954
11.384,-3.05123,17.7915,0,50.1744,-6.66077,0,3.51086,17.396,0,50.3407,-5.29821,0,2.54764
11.386,-3.0495,17.7808,0,50.1793,-6.565,0,3.46619,17.3854,0,50.3458,-5.21505,0,2.50582
11.388,-3.0478,17.7703,0,50.1842,-6.46844,0,3.42108,17.375,0,50.3508,-5.13161,0,2.4638
11.39,-3.04613,17.7599,0,50.189,-6.37115,0,3.37573,17.3648,0,50.3557,-5.04786,0,2.42188
11.392,-3.04449,17.7498,0,50.1937,-6.27332,0,3.33014,17.3547,0,50.3605,-4.96385,0,2.37975
11.394,-3.04288,17.7398,0,50.1983,-6.17499,0,3.28436,17.3448,0,50.3653,-4.87951,0,2.33774
11.396,-3.04129,17.73,0,50.2028,-6.07629,0,3.23846,17.3351,0,50.3699,-4.79495,0,2.2955
11.398,-3.03974,17.7203,0,50.2072,-5.97742,0,3.1925,17.3256,0,50.3745,-4.71006,0,2.25341
11.4,-3.03821,17.7109,0,50.2116,-5.87854,0,3.14655,17.3162,0,50.379,-4.62496,0,2.21106
11.402,-3.03671,17.7016,0,50.2159,-5.77966,0,3.10065,17.307,0,50.3834,-4.53953,0,2.16889
11.404,-3.03524,17.6926,0,50.2201,-5.68097,0,3.05481,17.2979,0,50.3877,-4.45392,0,2.12645
11.406,-3.0338,17.6837,0,50.2242,-5.58246,0,3.00909,17.2891,0,50.392,-4.36798,0,2.0842
11.408,-3.03239,17.6749,0,50.2282,-5.48431,0,2.96356,17.2804,0,50.3961,-4.28187,0,2.04166
11.41,-3.03101,17.6664,0,50.2321,-5.38647,0,2.91821,17.2718,0,50.4002,-4.19542,0,1.99933
11.412,-3.02966,17.658,0,50.236,-5.28894,0,2.87299,17.2635,0,50.4042,-4.10884,0,1.95671
11.414,-3.02834,17.6499,0,50.2398,-5.19183,0,2.828,17.2553,0,50.4081,-4.02192,0,1.91431
11.416,-3.02704,17.6419,0,50.2434,-5.09521,0,2.78333,17.2473,0,50.4119,-3.93488,0,1.8716
11.418,-3.02578,17.634,0,50.247,-4.99896,0,2.73871,17.2395,0,50.4156,-3.84749,0,1.82914
11.42,-3.02454,17.6264,0,50.2506,-4.90295,0,2.6944,17.2318,0,50.4192,-3.76002,0,1.78635
11.422,-3.02334,17.6189,0,50.254,-4.80743,0,2.65021,17.2243,0,50.4228,-3.67219,0,1.74382
11.424,-3.02217,17.6116,0,50.2574,-4.71216,0,2.60614,17.217,0,50.4263,-3.5843,0,1.70096
11.426,-3.02102,17.6045,0,50.2607,-4.61719,0,2.56226,17.2099,0,50.4297,-3.49606,0,1.65837
11.428,-3.01991,17.5975,0,50.2639,-4.5224,0,2.51843,17.2029,0,50.433,-3.40777,0,1.61544
11.43,-3.01882,17.5908,0,50.267,-4.42773,0,2.47473,17.1961,0,50.4362,-3.31913,0,1.57279
11.432,-3.01777,17.5842,0,50.27,-4.33307,0,2.43121,17.1895,0,50.4393,-3.23046,0,1.5298
11.434,-3.01674,17.5777,0,50.273,-4.23846,0,2.38757,17.1831,0,50.4424,-3.14144,0,1.48709
11.436,-3.01575,17.5715,0,50.2759,-4.14374,0,2.34387,17.1769,0,50.4453,-3.05242,0,1.44404
11.438,-3.01478,17.5654,0,50.2787,-4.04895,0,2.30023,17.1708,0,50.4482,-2.96304,0,1.40128
11.44,-3.01385,17.5595,0,50.2814,-3.95392,0,2.25653,17.1649,0,50.451,-2.87368,0,1.35817
11.442,-3.01294,17.5538,0,50.284,-3.85858,0,2.21265,17.1592,0,50.4537,-2.78397,0,1.31536
11.444,-3.01207,17.5482,0,50.2866,-3.76294,0,2.16864,17.1537,0,50.4563,-2.69428,0,1.27221
11.446,-3.01122,17.5428,0,50.289,-3.66687,0,2.12451,17.1483,0,50.4588,-2.60426,0,1.22934
11.448,-3.01041,17.5376,0,50.2914,-3.57056,0,2.0802,17.1431,0,50.4613,-2.51428,0,1.18615
11.45,-3.00963,17.5326,0,50.2937,-3.47363,0,2.03589,17.1382,0,50.4636,-2.42396,0,1.14324
11.452,-3.00887,17.5278,0,50.296,-3.37561,0,1.98993,17.1333,0,50.4659,-2.3337,0,1.1
11.454,-3.00815,17.5232,0,50.2981,-3.27277,0,1.93762,17.1287,0,50.4681,-2.24311,0,1.05705
11.456,-3.00746,17.5187,0,50.3001,-3.16937,0,1.88501,17.1243,0,50.4702,-2.15258,0,1.01378
11.458,-3.0068,17.5145,0,50.3021,-3.06561,0,1.83228,17.12,0,50.4722,-2.06175,0,0.970784
11.46,-3.00617,17.5104,0,50.304,-2.96161,0,1.77936,17.1159,0,50.4741,-1.97098,0,0.92748
11.462,-3.00557,17.5065,0,50.3058,-2.85699,0,1.72614,17.112,0,50.476,-1.87991,0,0.884449
11.464,-3.005,17.5028,0,50.3075,-2.75208,0,1.67285,17.1083,0,50.4777,-1.78893,0,0.841117
11.466,-3.00446,17.4993,0,50.3091,-2.64667,0,1.61945,17.1047,0,50.4794,-1.69765,0,0.798049
11.468,-3.00395,17.496,0,50.3106,-2.54108,0,1.5658,17.1014,0,50.481,-1.60648,0,0.754698
11.47,-3.00347,17.4928,0,50.3121,-2.43518,0,1.51208,17.0982,0,50.4825,-1.51502,0,0.711599
11.472,-3.00302,17.4898,0,50.3134,-2.32898,0,1.45819,17.0952,0,50.4839,-1.42366,0,0.668224
11.474,-3.00261,17.4871,0,50.3147,-2.22296,0,1.40448,17.0924,0,50.4852,-1.33203,0,0.625091
11.476,-3.00222,17.4845,0,50.3159,-2.11664,0,1.35059,17.0898,0,50.4864,-1.2405,0,0.5817
11.478,-3.00187,17.4821,0,50.317,-2.01031,0,1.29675,17.0873,0,50.4876,-1.14873,0,0.538538
11.48,-3.00154,17.4798,0,50.318,-1.90405,0,1.24292,17.0851,0,50.4887,-1.05707,0,0.495138
11.482,-3.00125,17.4778,0,50.3189,-1.79773,0,1.18915,17.083,0,50.4896,-0.965178,0,0.451951
11.484,-3.00099,17.476,0,50.3198,-1.69153,0,1.1355,17.0811,0,50.4905,-0.8734,0,0.408545
11.486,-3.00076,17.4743,0,50.3205,-1.58539,0,1.08179,17.0794,0,50.4913,-0.78141,0,0.365334
11.488,-3.00056,17.4728,0,50.3212,-1.47955,0,1.02832,17.0779,0,50.492,-0.689529,0,0.321921
11.49,-3.00039,17.4715,0,50.3218,-1.37659,0,0.977844,17.0765,0,50.4927,-0.597459,0,0.278689
11.492,-3.00025,17.4705,0,50.3223,-1.27899,0,0.933289,17.0754,0,50.4932,-0.505508,0,0.235281
11.494,-3.00014,17.4696,0,50.3228,-1.18158,0,0.888855,17.0744,0,50.4937,-0.413378,0,0.192028
11.496,-3.00006,17.4689,0,50.3232,-1.08459,0,0.844482,17.0736,0,50.494,-0.321363,0,0.14862
11.498,-3.00002,17.4684,0,50.3234,-0.987549,0,0.800232,17.073,0,50.4943,-0.229195,0,0.10535
11.5,-3,17.4681,0,50.3236,-0.890869,0,0.756042,17.0726,0,50.4945,-0.137137,0,0.0619464
11.502,-3.00002,17.468,0,50.3237,-0.79425,0,0.711975,17.0723,0,50.4946,-0.0449443,0,0.0186576
11.504,-3.00006,17.468,0,50.3238,-0.697876,0,0.66803,17.0723,0,50.4947,0.0471271,0,-0.024731
11.506,-3.00014,17.4682,0,50.3237,-0.601562,0,0.624084,17.0724,0,50.4946,0.139301,0,-0.0680247
11.508,-3.00025,17.4686,0,50.3235,-0.505493,0,0.580261,17.0727,0,50.4945,0.23136,0,-0.111398
11.51,-3.00039,17.4692,0,50.3233,-0.409546,0,0.536499,17.0732,0,50.4942,0.323504,0,-0.154701
11.512,-3.00056,17.47,0,50.323,-0.313721,0,0.492798,17.0739,0,50.4939,0.415542,0,-0.198057
11.514,-3.00076,17.471,0,50.3226,-0.217834,0,0.449036,17.0748,0,50.4935,0.50764,0,-0.241366
11.516,-3.00099,17.4721,0,50.3221,-0.12207,0,0.405396,17.0758,0,50.493,0.599628,0,-0.2847
11.518,-3.00125,17.4734,0,50.3215,-0.0263672,0,0.361694,17.0771,0,50.4924,0.691646,0,-0.328008
11.52,-3.00154,17.4749,0,50.3209,0.0693359,0,0.318115,17.0785,0,50.4917,0.783567,0,-0.371318
11.522,-3.00187,17.4766,0,50.3201,0.1651,0,0.274475,17.0801,0,50.491,0.875502,0,-0.414631
11.524,-3.00222,17.4785,0,50.3193,0.260803,0,0.230835,17.0819,0,50.4901,0.96734,0,-0.457914
11.526,-3.00261,17.4805,0,50.3184,0.356689,0,0.187195,17.0839,0,50.4892,1.05916,0,-0.501222
11.528,-3.00302,17.4827,0,50.3174,0.452576,0,0.143494,17.086,0,50.4882,1.15088,0,-0.54447
11.53,-3.00347,17.4852,0,50.3163,0.54834,0,0.0998535,17.0884,0,50.4871,1.24256,0,-0.587767
11.532,-3.00395,17.4877,0,50.3151,0.644226,0,0.0560913,17.0909,0,50.4859,1.33416,0,-0.630987
11.534,-3.00446,17.4905,0,50.3139,0.740295,0,0.0123291,17.0936,0,50.4846,1.42569,0,-0.674277
11.536,-3.005,17.4935,0,50.3126,0.836365,0,-0.0313721,17.0965,0,50.4833,1.51714,0,-0.717461
11.538,-3.00557,17.4966,0,50.3111,0.932495,0,-0.0751953,17.0996,0,50.4818,1.60849,0,-0.760738
11.54,-3.00617,17.4999,0,50.3096,1.02869,0,-0.118896,17.1028,0,50.4803,1.69977,0,-0.80388
11.542,-3.0068,17.5034,0,50.308,1.12488,0,-0.16272,17.1062,0,50.4787,1.79092,0,-0.847139
11.544,-3.00746,17.5071,0,50.3064,1.22107,0,-0.206543,17.1099,0,50.4769,1.882,0,-0.890236
11.546,-3.00815,17.511,0,50.3046,1.31732,0,-0.250244,17.1137,0,50.4752,1.97294,0,-0.93348
11.548,-3.00887,17.5151,0,50.3027,1.41351,0,-0.294067,17.1176,0,50.4733,2.06382,0,-0.976533
11.55,-3.00963,17.5193,0,50.3008,1.50983,0,-0.337952,17.1218,0,50.4713,2.15452,0,-1.01975
11.552,-3.01041,17.5237,0,50.2988,1.6059,0,-0.381592,17.1262,0,50.4692,2.24516,0,-1.06276
11.554,-3.01122,17.5283,0,50.2967,1.70209,0,-0.425354,17.1307,0,50.4671,2.3356,0,-1.10595
